6,696342044203263733 
6,696357448769855836 
6,696339642503257750 
6,696349815446172471 
6,696345155359560763 
6,696336595878858766 
6,696346376949896317 
6,696352194614272335 
6,696351087738976027 
6,696347185570726168 
6,696353430690495045 
6,696345952820336400 
6,696346450624034219 
6,696332686450162441 
6,696354777949437675 
6,696344168933928032 
6,696342615308747526 
6,696342358970742481 
6,696341258833987453 
6,696344620320334506 
6,696343363265629733 
6,696341540358622169 
6,696348236961108924 
6,696337897205876466 
6,696342137151581220 
6,696340827212210911 
6,696347381314986968 
6,696337603122620052 
6,696346472711525166 
6,696329506748424087 
6,696340630665873483 
6,696334346383855163 
6,696342059621688492 
6,696343615198015797 
6,696343927472524271 
6,696350151925699379 
6,696343731372086161 
6,696340000444424234 
6,696340964734595502 
6,696331900868464970 
6,696338222475326951 
6,696347933567309063 
6,696356780169405276 
6,696334191712468353 
6,696342729485232681 
6,696347916953181212 
6,696335487588942925 
6,696345455386541801 
6,696344578224757704 
6,696356113729104997 
6,696335978081179974 
6,696329891791835465 
6,696342394762296202 
6,696345903775632991 
6,696337567878686947 
6,696344585236770897 
6,696325638237301092 
6,696334674640769258 
6,696339179377530648 
6,696339440184098990 
6,696344095465775581 
6,696337371812803418 
6,696339596024573737 
6,696348116158263863 
6,696345060743830402 
6,696341642615580625 
6,696334795190667322 
6,696352108743338860 
6,696341673600837652 
6,696347583346293320 
6,696331140728345233 
6,696344577179272228 
6,696345010527543273 
6,696353906567850345 
6,696333756350387745 
6,696343016832670969 
6,696338241647761258 
6,696340962765953364 
6,696351737250397562 
6,696336531465543196 
6,696343303031847327 
6,696333765216177625 
6,696348588912391264 
6,696344529286751168 
6,696344014559899804 
6,696339324248032909 
6,696340005652636762 
6,696340466300700456 
6,696342374978289769 
6,696342585454099883 
6,696344157350428539 
6,696337382792684423 
6,696336854435890551 
6,696347166269190687 
6,696344268729752969 
6,696335808025676961 
6,696340388769088214 
6,696341477985016333 
6,696351076244236644 
6,696340573187216982 
