6,696690508545259490 
6,696691413313967445 
6,696681657504040430 
6,696689152609021534 
6,696687138675949669 
6,696682041439833810 
6,696684823771594353 
6,696687526476536867 
6,696694337370194816 
6,696681783631442286 
6,696686697789284715 
6,696685735571364262 
6,696686222417335799 
6,696679927886679984 
6,696699381656833872 
6,696690645005791254 
6,696682603066866690 
6,696684086334341757 
6,696682395406755361 
6,696681385105486051 
6,696681403461587578 
6,696680951703289253 
6,696686016054412605 
6,696678676253139173 
6,696690449947729107 
6,696677501079704165 
6,696685841868177391 
6,696680968762228403 
6,696694572522238431 
6,696671830234279810 
6,696682278062437987 
6,696679939620593380 
6,696681223380768877 
6,696690896327286424 
6,696676453166972465 
6,696689137608100140 
6,696683649100529045 
6,696679147186149983 
6,696681466385131287 
6,696674372507434470 
6,696678708322711948 
6,696688792464520645 
6,696696371115103297 
6,696675047666200697 
6,696681835668724325 
6,696686241754115976 
6,696680989530241490 
6,696682353818183664 
6,696682500642437752 
6,696699699058880739 
6,696685125968543595 
6,696679794153496346 
6,696686185032912242 
6,696686671655613488 
6,696677275978625943 
6,696687481677278342 
6,696670628595860819 
6,696678663534761711 
6,696674519111186719 
6,696683021741632658 
6,696679169685634037 
6,696678428469581057 
6,696677129802795392 
6,696688950453017597 
6,696684436043777389 
6,696686695311861115 
6,696677295616840553 
6,696692144077340814 
6,696691082688893459 
6,696686814623515005 
6,696679800355560985 
6,696685471764673991 
6,696678807921202292 
6,696690716150428102 
6,696677685103157529 
6,696684707477392529 
6,696681643586622101 
6,696681270131339403 
6,696697431093125097 
6,696677658292264468 
6,696685072605669475 
6,696679296196871967 
6,696681582443391179 
6,696691658265847558 
6,696682047690110551 
6,696675951098368884 
6,696680169575102148 
6,696680177686451962 
6,696678918364561639 
6,696685977926208899 
6,696680728851511333 
6,696681485425284741 
6,696674190960861139 
6,696682308056294275 
6,696685472621411783 
6,696669798876602187 
6,696685877771283657 
6,696683639638337127 
6,696690394086815878 
6,696682340218412577 
